instance_8593

VEHICLE
NUMBER     CAPACITY
  100           50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.52221293        0.94383476      0              0            100      0
      1        0.18485836        0.78161709      3              0            100      0
      2        0.94899723        0.91774345      3              0            100      0
      3        0.93770958        0.72696900      5              0            100      0
      4        0.09324822        0.77876777      2              0            100      0
      5        0.04893609        0.10941820      6              0            100      0
      6        0.29055479        0.81315640      2              0            100      0
      7        0.07033058        0.39057114      9              0            100      0
      8        0.34136785        0.37336908      5              0            100      0
      9        0.74238906        0.22917501      8              0            100      0
     10        0.13303452        0.33203097      5              0            100      0
     11        0.15466911        0.44596419      5              0            100      0
     12        0.74140132        0.17648251      3              0            100      0
     13        0.88133376        0.31743527      4              0            100      0
     14        0.78204272        0.50272958      9              0            100      0
     15        0.41422750        0.56991534      8              0            100      0
     16        0.17718395        0.94713741      7              0            100      0
     17        0.90091536        0.74749182      7              0            100      0
     18        0.89594726        0.81644755      5              0            100      0
     19        0.58090842        0.19398825      9              0            100      0
     20        0.88258753        0.79271385      7              0            100      0
     21        0.21726586        0.88076213      5              0            100      0
     22        0.40941352        0.53719356      7              0            100      0
     23        0.17648058        0.98942654      1              0            100      0
     24        0.00017294        0.05688989      8              0            100      0
     25        0.35743752        0.21955080      2              0            100      0
     26        0.28091002        0.92983106      4              0            100      0
     27        0.05850260        0.35281430      9              0            100      0
     28        0.81315013        0.23345301      8              0            100      0
     29        0.59753029        0.24986733      5              0            100      0
     30        0.83219583        0.09403802      7              0            100      0
     31        0.50876495        0.85927526      2              0            100      0
     32        0.57298892        0.32950135      7              0            100      0
     33        0.56219191        0.77955105      8              0            100      0
     34        0.83066500        0.16527796      4              0            100      0
     35        0.69335727        0.50642566      9              0            100      0
     36        0.00175065        0.56599489      3              0            100      0
     37        0.52357799        0.45416475      8              0            100      0
     38        0.29617968        0.17100177      5              0            100      0
     39        0.22438678        0.79338112      2              0            100      0
     40        0.99416799        0.83065339      9              0            100      0
     41        0.39571759        0.27620604      3              0            100      0
     42        0.18655084        0.64245701      5              0            100      0
     43        0.35075618        0.35683691      6              0            100      0
     44        0.99328896        0.49449790      7              0            100      0
     45        0.28955783        0.31981559      2              0            100      0
     46        0.17578346        0.36851323      1              0            100      0
     47        0.62824264        0.53655177      4              0            100      0
     48        0.81684800        0.99731602      8              0            100      0
     49        0.92557258        0.29643076      6              0            100      0
     50        0.93830684        0.25135701      2              0            100      0
     51        0.30380560        0.42096307      3              0            100      0
     52        0.69845467        0.17921257      9              0            100      0
     53        0.64681571        0.43739913      5              0            100      0
     54        0.02130426        0.11949550      3              0            100      0
     55        0.41765455        0.97138776      5              0            100      0
     56        0.76830120        0.33373553      5              0            100      0
     57        0.73274880        0.62190652      4              0            100      0
     58        0.53071938        0.56220887      7              0            100      0
     59        0.88496440        0.91308261      6              0            100      0
     60        0.05541086        0.87018432      6              0            100      0
     61        0.67237490        0.78332126      8              0            100      0
     62        0.17711059        0.09401358      9              0            100      0
     63        0.86145895        0.34677194      2              0            100      0
     64        0.26106443        0.43872869      3              0            100      0
     65        0.22230034        0.75139556      3              0            100      0
     66        0.89917785        0.51072226      5              0            100      0
     67        0.37003071        0.98097163      8              0            100      0
     68        0.47149049        0.13347809      3              0            100      0
     69        0.49351913        0.97201426      9              0            100      0
     70        0.16695422        0.91643215      9              0            100      0
     71        0.48250081        0.53426329      3              0            100      0
     72        0.82636516        0.17838152      9              0            100      0
     73        0.85132024        0.36271411      8              0            100      0
     74        0.98314459        0.07764160      3              0            100      0
     75        0.92763823        0.60286425      6              0            100      0
     76        0.72283967        0.64316919      2              0            100      0
     77        0.24860840        0.62022076      4              0            100      0
     78        0.99467597        0.36073900      7              0            100      0
     79        0.19975592        0.05000634      8              0            100      0
     80        0.50034668        0.18956387      6              0            100      0
     81        0.79595527        0.03823669      1              0            100      0
     82        0.47845734        0.78702247      2              0            100      0
     83        0.98073303        0.21746003      5              0            100      0
     84        0.48902400        0.52656923      6              0            100      0
     85        0.61330971        0.70979845      1              0            100      0
     86        0.11731430        0.25450688      4              0            100      0
     87        0.10303732        0.11908499      6              0            100      0
     88        0.31983615        0.99568116      9              0            100      0
     89        0.56209582        0.02116024      2              0            100      0
     90        0.61944425        0.39374033      3              0            100      0
     91        0.07833847        0.39546893      3              0            100      0
     92        0.85692678        0.68048393      2              0            100      0
     93        0.69003968        0.42293301      1              0            100      0
     94        0.96482965        0.26335812      2              0            100      0
     95        0.52325365        0.36520529      3              0            100      0
     96        0.98922817        0.91040921      5              0            100      0
     97        0.75617572        0.93888644      9              0            100      0
     98        0.21878279        0.07527029      2              0            100      0
     99        0.29168921        0.51776345      6              0            100      0
    100        0.73771935        0.27174892      8              0            100      0
