instance_5200

VEHICLE
NUMBER     CAPACITY
  100           50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.90150951        0.01958990      0              0            100      0
      1        0.62013356        0.65902402      5              0            100      0
      2        0.20413037        0.60343377      5              0            100      0
      3        0.54978405        0.78722696      1              0            100      0
      4        0.31105140        0.69076715      4              0            100      0
      5        0.52009672        0.93139161      3              0            100      0
      6        0.42493388        0.83431302      9              0            100      0
      7        0.26423420        0.02833034      4              0            100      0
      8        0.28666066        0.46326768      3              0            100      0
      9        0.93077560        0.48992715      7              0            100      0
     10        0.30370771        0.59180591      5              0            100      0
     11        0.14393602        0.90311573      5              0            100      0
     12        0.81327681        0.69944677      9              0            100      0
     13        0.76388404        0.31230166      9              0            100      0
     14        0.48042440        0.47393261      6              0            100      0
     15        0.70224173        0.41891820      1              0            100      0
     16        0.97662756        0.66250202      4              0            100      0
     17        0.88619795        0.58661719      3              0            100      0
     18        0.37580972        0.08512668      5              0            100      0
     19        0.08789156        0.73705662      4              0            100      0
     20        0.56747415        0.79411650      1              0            100      0
     21        0.10223347        0.14850063      4              0            100      0
     22        0.05172734        0.18758227      6              0            100      0
     23        0.48320176        0.02765306      1              0            100      0
     24        0.91018218        0.73821630      6              0            100      0
     25        0.41482878        0.22530854      6              0            100      0
     26        0.58054763        0.74475374      7              0            100      0
     27        0.24470064        0.80014676      9              0            100      0
     28        0.55940868        0.74880064      6              0            100      0
     29        0.31563409        0.22845713      2              0            100      0
     30        0.53662580        0.70983087      4              0            100      0
     31        0.71902380        0.64545342      3              0            100      0
     32        0.98906294        0.33637348      2              0            100      0
     33        0.70036791        0.63587130      1              0            100      0
     34        0.24360786        0.06492136      4              0            100      0
     35        0.67363113        0.53570140      1              0            100      0
     36        0.63864889        0.04981948      1              0            100      0
     37        0.18670035        0.35520120      1              0            100      0
     38        0.70924588        0.58210301      2              0            100      0
     39        0.49206372        0.36455039      9              0            100      0
     40        0.01027857        0.20703691      8              0            100      0
     41        0.83533512        0.59835715      8              0            100      0
     42        0.12183578        0.09898591      9              0            100      0
     43        0.99184529        0.10564690      3              0            100      0
     44        0.65412727        0.16216976      3              0            100      0
     45        0.01361090        0.82355830      2              0            100      0
     46        0.07287341        0.92207711      2              0            100      0
     47        0.71734408        0.71589068      6              0            100      0
     48        0.87282122        0.22692229      3              0            100      0
     49        0.46172379        0.93803852      6              0            100      0
     50        0.14801213        0.72271205      7              0            100      0
     51        0.18796566        0.00916092      4              0            100      0
     52        0.90958775        0.16192812      9              0            100      0
     53        0.48796068        0.68099462      3              0            100      0
     54        0.93006098        0.91615816      7              0            100      0
     55        0.97919202        0.86133158      3              0            100      0
     56        0.28613176        0.29981534      3              0            100      0
     57        0.47172222        0.10500827      2              0            100      0
     58        0.91821103        0.54625733      7              0            100      0
     59        0.56975605        0.01237594      9              0            100      0
     60        0.81778205        0.39011943      8              0            100      0
     61        0.55668592        0.58371328      2              0            100      0
     62        0.54658272        0.76142028      2              0            100      0
     63        0.47566766        0.52797236      5              0            100      0
     64        0.13863865        0.47910946      6              0            100      0
     65        0.78101183        0.57229693      4              0            100      0
     66        0.16464759        0.38296244      3              0            100      0
     67        0.26661671        0.40809497      6              0            100      0
     68        0.67509759        0.55309121      3              0            100      0
     69        0.62787064        0.16336668      3              0            100      0
     70        0.08172334        0.85682026      3              0            100      0
     71        0.19681744        0.37591654      9              0            100      0
     72        0.42167843        0.36505783      7              0            100      0
     73        0.81926529        0.45275908      9              0            100      0
     74        0.10401641        0.56352172      3              0            100      0
     75        0.77373543        0.45458494      9              0            100      0
     76        0.06301332        0.37028123      5              0            100      0
     77        0.13421032        0.20778255      2              0            100      0
     78        0.48883904        0.52893038      1              0            100      0
     79        0.74512971        0.08094914      8              0            100      0
     80        0.50541603        0.20473816      5              0            100      0
     81        0.06517673        0.73645538      8              0            100      0
     82        0.91484686        0.70495475      6              0            100      0
     83        0.38056556        0.24041626      6              0            100      0
     84        0.99031593        0.01646426      8              0            100      0
     85        0.71681952        0.44828133      6              0            100      0
     86        0.30517139        0.96815027      4              0            100      0
     87        0.94333536        0.74426648      5              0            100      0
     88        0.74197298        0.50043052      1              0            100      0
     89        0.80541490        0.78184042      8              0            100      0
     90        0.76224600        0.40662882      5              0            100      0
     91        0.43921816        0.40643082      4              0            100      0
     92        0.68736946        0.33445632      6              0            100      0
     93        0.25192289        0.46409624      9              0            100      0
     94        0.36706491        0.61764559      7              0            100      0
     95        0.13080583        0.47182162      9              0            100      0
     96        0.37910088        0.59831775      5              0            100      0
     97        0.41880467        0.07578436      5              0            100      0
     98        0.04996251        0.86038207      7              0            100      0
     99        0.69038518        0.02428208      7              0            100      0
    100        0.95479911        0.65905129      3              0            100      0
