instance_488

VEHICLE
NUMBER     CAPACITY
  100           50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.29714585        0.71798599      0              0            100      0
      1        0.94703472        0.56818667      7              0            100      0
      2        0.08406820        0.22800506      4              0            100      0
      3        0.23774459        0.81208189      2              0            100      0
      4        0.60350554        0.16210184      6              0            100      0
      5        0.83442990        0.31304663      1              0            100      0
      6        0.97460872        0.03238015      1              0            100      0
      7        0.75900136        0.80235380      9              0            100      0
      8        0.61574589        0.46395989      2              0            100      0
      9        0.47365907        0.19719904      2              0            100      0
     10        0.05959095        0.00927596      6              0            100      0
     11        0.84093028        0.02902561      6              0            100      0
     12        0.00836980        0.00467166      2              0            100      0
     13        0.27723560        0.39550682      4              0            100      0
     14        0.21657431        0.46218746      9              0            100      0
     15        0.92228234        0.10785557      8              0            100      0
     16        0.67835147        0.07100885      9              0            100      0
     17        0.70917437        0.00192786      8              0            100      0
     18        0.52338129        0.36131591      9              0            100      0
     19        0.52634931        0.55902969      7              0            100      0
     20        0.73210996        0.02079154      7              0            100      0
     21        0.84458864        0.59365311      7              0            100      0
     22        0.72835921        0.20221287      1              0            100      0
     23        0.50083996        0.32031607      9              0            100      0
     24        0.92482096        0.71793921      6              0            100      0
     25        0.71995288        0.63998637      4              0            100      0
     26        0.26841975        0.13852526      6              0            100      0
     27        0.55302662        0.22401908      3              0            100      0
     28        0.97411549        0.08683245      2              0            100      0
     29        0.73206352        0.80270966      6              0            100      0
     30        0.28365773        0.12347169      7              0            100      0
     31        0.14855359        0.50428380      4              0            100      0
     32        0.68721705        0.62300538      9              0            100      0
     33        0.51244608        0.74755778      1              0            100      0
     34        0.57583983        0.24899192      6              0            100      0
     35        0.54966965        0.63104145      9              0            100      0
     36        0.33308608        0.48590860      3              0            100      0
     37        0.91891772        0.89402540      7              0            100      0
     38        0.79586081        0.25217401      1              0            100      0
     39        0.92974800        0.77524943      9              0            100      0
     40        0.87430771        0.19390599      4              0            100      0
     41        0.61522609        0.08125125      5              0            100      0
     42        0.48469438        0.72422389      5              0            100      0
     43        0.97230277        0.90258429      3              0            100      0
     44        0.51709739        0.77895764      1              0            100      0
     45        0.82999467        0.94955893      2              0            100      0
     46        0.06221705        0.49066205      1              0            100      0
     47        0.36693837        0.85989865      9              0            100      0
     48        0.30350188        0.94603010      1              0            100      0
     49        0.00987877        0.71991762      1              0            100      0
     50        0.25646443        0.47854974      9              0            100      0
     51        0.88825414        0.23962812      9              0            100      0
     52        0.08181935        0.03469598      8              0            100      0
     53        0.77911629        0.77737052      8              0            100      0
     54        0.01542981        0.70182619      4              0            100      0
     55        0.44354694        0.34369867      6              0            100      0
     56        0.30520051        0.36312130      9              0            100      0
     57        0.15738097        0.23653416      4              0            100      0
     58        0.81494803        0.83350175      9              0            100      0
     59        0.64187846        0.74595004      8              0            100      0
     60        0.45097494        0.16616341      9              0            100      0
     61        0.80782786        0.56369470      7              0            100      0
     62        0.70605722        0.30459794      9              0            100      0
     63        0.65494565        0.87181027      6              0            100      0
     64        0.46035835        0.71211314      8              0            100      0
     65        0.58130330        0.87336248      4              0            100      0
     66        0.59403927        0.71880535      3              0            100      0
     67        0.20683070        0.88989718      8              0            100      0
     68        0.26084508        0.03041773      9              0            100      0
     69        0.84630766        0.22705517      4              0            100      0
     70        0.90157436        0.36842387      4              0            100      0
     71        0.94751642        0.22172538      7              0            100      0
     72        0.31580154        0.21856528      3              0            100      0
     73        0.78311403        0.86807006      3              0            100      0
     74        0.28858054        0.40846046      5              0            100      0
     75        0.00111167        0.94641693      6              0            100      0
     76        0.04125391        0.18404169      1              0            100      0
     77        0.08451143        0.32908637      5              0            100      0
     78        0.50009762        0.88324552      6              0            100      0
     79        0.35671048        0.73323819      4              0            100      0
     80        0.76317358        0.05914994      6              0            100      0
     81        0.20645488        0.24040557      4              0            100      0
     82        0.40972891        0.99770166      3              0            100      0
     83        0.84200736        0.98062661      3              0            100      0
     84        0.62264684        0.64686580      9              0            100      0
     85        0.61899830        0.21436439      5              0            100      0
     86        0.74291523        0.60304738      5              0            100      0
     87        0.49559697        0.32505915      4              0            100      0
     88        0.42990919        0.56745937      9              0            100      0
     89        0.68264568        0.03705630      3              0            100      0
     90        0.64288783        0.42369039      8              0            100      0
     91        0.36799496        0.49336666      8              0            100      0
     92        0.10254292        0.04417931      8              0            100      0
     93        0.26236365        0.82003139      8              0            100      0
     94        0.40014389        0.78027967      7              0            100      0
     95        0.19416474        0.98142134      4              0            100      0
     96        0.26357197        0.20965683      2              0            100      0
     97        0.03402933        0.57799476      7              0            100      0
     98        0.30409310        0.29639845      3              0            100      0
     99        0.53935527        0.51251459      9              0            100      0
    100        0.91039458        0.51359122      6              0            100      0
