instance_6885

VEHICLE
NUMBER     CAPACITY
  100           50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.92247032        0.56624612      0              0            100      0
      1        0.97293855        0.20006796      8              0            100      0
      2        0.37089614        0.80156960      3              0            100      0
      3        0.23069903        0.54412361      9              0            100      0
      4        0.79871033        0.27091298      3              0            100      0
      5        0.10495957        0.11709397      7              0            100      0
      6        0.01170478        0.59873033      3              0            100      0
      7        0.55822631        0.40897231      9              0            100      0
      8        0.51471781        0.37457850      2              0            100      0
      9        0.24500014        0.72172469      9              0            100      0
     10        0.00254154        0.74334925      1              0            100      0
     11        0.27210820        0.79842349      7              0            100      0
     12        0.87623112        0.99648593      4              0            100      0
     13        0.42869837        0.67526932      2              0            100      0
     14        0.97798675        0.83420925      8              0            100      0
     15        0.97250899        0.82471570      1              0            100      0
     16        0.23430368        0.13555751      5              0            100      0
     17        0.37993689        0.63763499      4              0            100      0
     18        0.85017274        0.15557567      3              0            100      0
     19        0.17995941        0.17918043      5              0            100      0
     20        0.58132421        0.40515815      5              0            100      0
     21        0.01637114        0.59169714      1              0            100      0
     22        0.56116435        0.28779555      5              0            100      0
     23        0.61831295        0.91193241      9              0            100      0
     24        0.93434284        0.92664968      6              0            100      0
     25        0.60897055        0.32939151      1              0            100      0
     26        0.18747893        0.83185744      7              0            100      0
     27        0.10247959        0.87462704      1              0            100      0
     28        0.19738661        0.98189243      7              0            100      0
     29        0.39462391        0.74639045      9              0            100      0
     30        0.75306438        0.72949745      3              0            100      0
     31        0.43159819        0.89050797      9              0            100      0
     32        0.75717493        0.49734589      5              0            100      0
     33        0.49615538        0.94161600      4              0            100      0
     34        0.72820524        0.61126711      2              0            100      0
     35        0.82724817        0.18226230      5              0            100      0
     36        0.64163575        0.35597298      7              0            100      0
     37        0.71736225        0.97676002      2              0            100      0
     38        0.83842953        0.45780767      9              0            100      0
     39        0.14221585        0.09864084      1              0            100      0
     40        0.80050488        0.27874639      6              0            100      0
     41        0.59784875        0.58297536      7              0            100      0
     42        0.55875183        0.08241656      1              0            100      0
     43        0.47035419        0.51407853      2              0            100      0
     44        0.34464457        0.67588922      5              0            100      0
     45        0.21022725        0.61724831      7              0            100      0
     46        0.46416025        0.31931368      5              0            100      0
     47        0.68587453        0.50062221      5              0            100      0
     48        0.41934117        0.30758217      6              0            100      0
     49        0.23287325        0.13682964      7              0            100      0
     50        0.29132640        0.25966805      3              0            100      0
     51        0.38181930        0.41214848      2              0            100      0
     52        0.94345552        0.88956880      6              0            100      0
     53        0.62246606        0.52896922      9              0            100      0
     54        0.99752852        0.24556441      7              0            100      0
     55        0.11982265        0.72580559      7              0            100      0
     56        0.03904367        0.21052499      3              0            100      0
     57        0.21303442        0.35414193      1              0            100      0
     58        0.89816874        0.79784383      9              0            100      0
     59        0.27622810        0.96455515      7              0            100      0
     60        0.24993423        0.10216955      6              0            100      0
     61        0.30718982        0.04591785      9              0            100      0
     62        0.80676810        0.67608841      5              0            100      0
     63        0.82743936        0.67201643      3              0            100      0
     64        0.36627196        0.21585746      4              0            100      0
     65        0.83451693        0.60517505      1              0            100      0
     66        0.30391034        0.19650456      8              0            100      0
     67        0.59767345        0.14325835      7              0            100      0
     68        0.45432912        0.62832191      7              0            100      0
     69        0.69676447        0.09423999      9              0            100      0
     70        0.13662907        0.89490580      4              0            100      0
     71        0.42984723        0.27940089      9              0            100      0
     72        0.85635421        0.54142358      5              0            100      0
     73        0.76850119        0.35756768      8              0            100      0
     74        0.79975515        0.68747098      2              0            100      0
     75        0.36488440        0.54699055      8              0            100      0
     76        0.61430772        0.32444940      5              0            100      0
     77        0.92658144        0.25367536      7              0            100      0
     78        0.04036368        0.22900198      4              0            100      0
     79        0.69160434        0.82370424      5              0            100      0
     80        0.17717793        0.25961329      2              0            100      0
     81        0.75044797        0.74427904      3              0            100      0
     82        0.49467908        0.41097851      1              0            100      0
     83        0.60508752        0.44801628      8              0            100      0
     84        0.24735733        0.98956328      9              0            100      0
     85        0.98876388        0.56301569      1              0            100      0
     86        0.23429749        0.63090370      1              0            100      0
     87        0.79244484        0.06781318      2              0            100      0
     88        0.48310610        0.10715922      3              0            100      0
     89        0.03126826        0.32653588      1              0            100      0
     90        0.97341204        0.81071777      7              0            100      0
     91        0.42287676        0.65155232      9              0            100      0
     92        0.05455093        0.38062915      1              0            100      0
     93        0.55774649        0.29510855      1              0            100      0
     94        0.92671756        0.78612886      3              0            100      0
     95        0.77515726        0.57913781      8              0            100      0
     96        0.75315682        0.89819819      8              0            100      0
     97        0.77883676        0.10875142      4              0            100      0
     98        0.81570031        0.00721215      9              0            100      0
     99        0.03023793        0.00017965      2              0            100      0
    100        0.77642035        0.75429567      7              0            100      0
