instance_828

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.68260300     0.22889329          0        0.00000        3.00000        0.00000
      1     0.91258502     0.98473483          8     0.98478431     1.27857172     0.20000000
      2     0.50915444     0.83268559          5     1.30455625     2.01889801     0.20000000
      3     0.91313082     0.20113352          5     0.06383386     0.56754827     0.20000000
      4     0.01800567     0.89948142          8     0.88182014     1.45736766     0.20000000
      5     0.95026612     0.74206275          1     0.78252697     1.29754496     0.20000000
      6     0.16919678     0.04474624          5     0.26084131     2.11678314     0.20000000
      7     0.14435868     0.40709564          3     1.71811152     2.00900912     0.20000000
      8     0.05548504     0.05242028          9     0.27119070     2.13825679     0.20000000
      9     0.13894629     0.70195788          9     0.59932953     1.62492323     0.20000000
     10     0.27952379     0.82532120          1     0.52627051     1.32669997     0.20000000
     11     0.92809165     0.55971622          4     1.21608460     1.92030871     0.20000000
     12     0.80522704     0.29363284          1     0.00000000     1.19430017     0.20000000
     13     0.76874548     0.56710190          6     0.00000000     1.66382313     0.20000000
     14     0.12326484     0.08818936          6     1.21367967     3.00000000     0.20000000
     15     0.26965383     0.99745536          3     0.20740002     1.78054619     0.20000000
     16     0.55464351     0.29172140          5     0.55505860     1.24414098     0.20000000
     17     0.60016650     0.28719872          9     2.00164533     2.58325028     0.20000000
     18     0.09220024     0.49925500          1     0.18480587     2.10572743     0.20000000
     19     0.50532722     0.97341734          1     1.47250998     2.20546985     0.20000000
     20     0.23847871     0.46861413          3     0.00000000     1.44237113     0.20000000
     21     0.05317130     0.38054281          6     0.47253928     1.44767869     0.20000000
     22     0.80512160     0.19207658          5     1.15876746     1.76771712     0.20000000
     23     0.48546496     0.83058035          9     1.74027598     1.95815170     0.20000000
     24     0.90377563     0.85886192          8     0.70986325     1.76340723     0.20000000
     25     0.26407248     0.70710474          9     1.39324403     2.48601842     0.20000000
     26     0.89553642     0.95188820          1     0.52080846     1.42264605     0.20000000
     27     0.63156593     0.95477438          5     0.92079270     1.98895514     0.20000000
     28     0.22079328     0.09929941          6     1.57981622     2.19628382     0.20000000
     29     0.30107936     0.82153529          4     0.56178606     1.34263933     0.20000000
     30     0.21453831     0.79097444          1     1.74839294     2.09787202     0.20000000
     31     0.53982759     0.37463370          8     0.48842108     1.68315065     0.20000000
     32     0.14115086     0.43124855          2     1.28797543     2.41255903     0.20000000
     33     0.00314445     0.11005646          2     1.56013012     2.23802996     0.20000000
     34     0.53396523     0.36059237          6     1.22639251     1.63691354     0.20000000
     35     0.80150187     0.68920738          5     1.04728615     2.94198418     0.20000000
     36     0.36848316     0.72815317          4     0.95908409     1.98172331     0.20000000
     37     0.11570431     0.17503674          1     1.28481770     1.56505942     0.20000000
     38     0.89319205     0.21852060          7     0.83055544     2.40573716     0.20000000
     39     0.43405586     0.20850457          7     1.93181801     3.00000000     0.20000000
     40     0.14621884     0.90732467          2     0.90599036     2.13430309     0.20000000
     41     0.18834852     0.13494350          8     0.00205183     1.78970027     0.20000000
     42     0.28717279     0.97010881          8     0.96535182     2.37953925     0.20000000
     43     0.66423523     0.70339388          3     0.25745121     1.02330768     0.20000000
     44     0.07848448     0.26072916          4     1.34951949     2.34956741     0.20000000
     45     0.20772892     0.31536895          4     0.91662204     1.79060662     0.20000000
     46     0.85010749     0.60222238          3     1.47126389     1.79207087     0.20000000
     47     0.67622620     0.54745114          5     0.56883895     1.31498063     0.20000000
     48     0.68590480     0.41257483          8     1.43378997     2.46112967     0.20000000
     49     0.51512653     0.59731358          2     0.86258870     2.23044801     0.20000000
     50     0.76474398     0.25508070          7     0.76818448     1.14460814     0.20000000
