instance_424

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.60707402     0.54058355          0        0.00000        3.00000        0.00000
      1     0.79328179     0.64117169          3     0.44308913     0.77633679     0.20000000
      2     0.44209084     0.03161683          5     1.91224408     2.53003573     0.20000000
      3     0.45876512     0.82340717          1     0.31656289     0.79468787     0.20000000
      4     0.98837447     0.20456675          5     1.27982581     1.84108317     0.20000000
      5     0.84716076     0.91796595          9     1.93177438     2.56789947     0.20000000
      6     0.56249040     0.49160516          1     1.74256933     3.00000000     0.20000000
      7     0.02690707     0.36627933          7     0.64110249     2.63133764     0.20000000
      8     0.37040725     0.27295130          5     1.46560967     3.00000000     0.20000000
      9     0.84402913     0.60452044          1     0.65741253     1.07151914     0.20000000
     10     0.82315862     0.94061863          2     1.29458046     2.57889366     0.20000000
     11     0.62499475     0.09944630          1     1.42386615     2.29227829     0.20000000
     12     0.79045147     0.97073543          1     1.48748696     1.93780291     0.20000000
     13     0.94534177     0.95757729          4     1.29216683     1.71207345     0.20000000
     14     0.47113168     0.50691813          7     1.17021537     1.83463120     0.20000000
     15     0.15443785     0.76793724          4     0.77359825     1.02399457     0.20000000
     16     0.03843811     0.46170986          6     0.32142574     1.77623582     0.20000000
     17     0.39479145     0.20020108          5     0.18173981     1.15550768     0.20000000
     18     0.08226067     0.35853687          9     1.01907611     1.32611585     0.20000000
     19     0.20466758     0.03477851          3     0.03924471     1.32998633     0.20000000
     20     0.63536125     0.43059334          7     1.45702302     2.85293293     0.20000000
     21     0.36636519     0.34275731          1     0.49942553     1.61023009     0.20000000
     22     0.91606796     0.98631912          5     0.09662592     1.77583110     0.20000000
     23     0.45267186     0.86574453          6     0.61019415     1.89828134     0.20000000
     24     0.92032588     0.28798708          1     1.77009594     2.41722870     0.20000000
     25     0.10594260     0.06116459          7     1.15503836     2.80500627     0.20000000
     26     0.88066620     0.43501127          1     0.15244795     0.50065029     0.20000000
     27     0.68223155     0.36375925          9     1.50035369     2.86017609     0.20000000
     28     0.41711405     0.17713100          2     1.07296753     1.39040732     0.20000000
     29     0.34024057     0.38542405          5     1.15820646     1.47353292     0.20000000
     30     0.59845114     0.07310737          8     0.56304228     2.21450138     0.20000000
     31     0.68989199     0.55368441          7     1.61982274     2.56330562     0.20000000
     32     0.86199683     0.46179545          9     0.64764285     1.46818876     0.20000000
     33     0.90861034     0.80698174          6     0.06058043     1.41924047     0.20000000
     34     0.11439225     0.75437540          8     1.17942357     2.44007397     0.20000000
     35     0.98240805     0.56200522          1     1.94436586     2.69210672     0.20000000
     36     0.47955251     0.33084247          6     1.24501550     2.04522181     0.20000000
     37     0.12136968     0.06919561          4     0.32172489     1.29947746     0.20000000
     38     0.20141989     0.80387276          9     1.94680297     2.43926907     0.20000000
     39     0.57861871     0.33879650          7     0.08065015     1.36676264     0.20000000
     40     0.91510355     0.68223161          1     0.77218652     1.39128089     0.20000000
     41     0.05870404     0.92696905          2     0.00000000     1.51280975     0.20000000
     42     0.92744625     0.99075592          5     0.68988675     2.20354629     0.20000000
     43     0.64547664     0.06644803          1     0.71972030     2.11403489     0.20000000
     44     0.40172291     0.08740572          5     1.00091028     2.37285423     0.20000000
     45     0.85245448     0.40694505          4     0.24677551     1.05520713     0.20000000
     46     0.85650253     0.27372390          7     1.11848140     2.49383521     0.20000000
     47     0.08786532     0.42942679          5     0.73561382     1.28328872     0.20000000
     48     0.39651924     0.48712167          6     1.31456697     1.85658920     0.20000000
     49     0.58953792     0.15548167          7     1.45512915     2.79510260     0.20000000
     50     0.04086595     0.46638221          4     1.37110043     2.25265431     0.20000000
