instance_276

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.87385046     0.62451905          0        0.00000        3.00000        0.00000
      1     0.58557433     0.51865566          5     0.30591422     1.50544930     0.20000000
      2     0.59810108     0.47531250          8     0.00000000     0.95714569     0.20000000
      3     0.22227295     0.44153947          1     0.32957691     2.09052515     0.20000000
      4     0.78798312     0.28350478          1     0.00000000     1.19634247     0.20000000
      5     0.60089391     0.70183992          1     0.46366847     0.68597686     0.20000000
      6     0.22405460     0.80187088          6     1.54431987     2.11749220     0.20000000
      7     0.42886683     0.08504112          1     0.65788943     1.24767256     0.20000000
      8     0.00151490     0.85563409          8     0.46721253     1.40998447     0.20000000
      9     0.92712504     0.80082947          2     1.87418222     3.00000000     0.20000000
     10     0.58205754     0.84086555          1     0.06865060     1.01931417     0.20000000
     11     0.56874359     0.59564871          2     1.50183320     1.98321390     0.20000000
     12     0.15378599     0.71468836          6     0.94622207     2.73514462     0.20000000
     13     0.69869953     0.78207308          9     1.54852104     1.99974942     0.20000000
     14     0.27302757     0.33839262          9     0.61400622     1.90212560     0.20000000
     15     0.16977465     0.91426796          5     0.25227463     2.08807182     0.20000000
     16     0.68309140     0.92588311          9     1.61391425     2.69506764     0.20000000
     17     0.11778864     0.73904610          1     0.41677600     2.03581834     0.20000000
     18     0.57149893     0.78571326          5     1.79924405     2.77657652     0.20000000
     19     0.46677765     0.89213192          5     1.74261606     2.76557255     0.20000000
     20     0.81143451     0.16389611          4     0.84993619     2.13964462     0.20000000
     21     0.54620755     0.80185348          1     1.03707576     1.53960037     0.20000000
     22     0.97963643     0.91321766          1     1.80948699     2.09489131     0.20000000
     23     0.27075806     0.69878554          9     0.36036927     1.72725010     0.20000000
     24     0.59806740     0.08247869          9     1.88783050     2.48746657     0.20000000
     25     0.84105200     0.91807008          4     1.57731462     3.00000000     0.20000000
     26     0.19750939     0.83364171          7     0.48159331     1.85928702     0.20000000
     27     0.83442771     0.88881594          6     0.14466000     1.90682817     0.20000000
     28     0.01552824     0.05119944          3     0.63563251     2.26078582     0.20000000
     29     0.42898023     0.36817917          1     0.53401470     1.50675726     0.20000000
     30     0.36198136     0.40974811          4     1.26578975     3.00000000     0.20000000
     31     0.29792988     0.59854567          2     1.14980543     2.62680435     0.20000000
     32     0.79743987     0.79622608          6     0.00000000     0.93599284     0.20000000
     33     0.34204423     0.21795213          2     0.89094567     2.12243152     0.20000000
     34     0.12628073     0.71787083          7     1.40717995     1.99375665     0.20000000
     35     0.09430850     0.31180924          2     0.57844764     2.05077887     0.20000000
     36     0.77707136     0.09052320          8     0.00000000     1.48536301     0.20000000
     37     0.00758357     0.31836814          5     1.19368029     2.07255864     0.20000000
     38     0.41090170     0.33274972          8     1.89682603     2.26745915     0.20000000
     39     0.96682245     0.77090192          6     1.48301506     2.71621370     0.20000000
     40     0.02421838     0.23607159          6     1.33239865     2.11011314     0.20000000
     41     0.91427052     0.91867065          2     1.14412284     2.68635249     0.20000000
     42     0.21336466     0.78970665          9     1.20438671     2.86354637     0.20000000
     43     0.68545020     0.84843338          2     1.50362039     2.52810931     0.20000000
     44     0.44093493     0.65737295          1     0.00000000     1.53503621     0.20000000
     45     0.11269934     0.93193293          6     1.35071099     1.95753109     0.20000000
     46     0.99844253     0.02570582          1     0.77010393     1.93087864     0.20000000
     47     0.73503119     0.04649071          8     0.46568090     1.63033628     0.20000000
     48     0.53828472     0.20409554          4     0.38402307     1.91477716     0.20000000
     49     0.12576827     0.99267453          4     0.13703066     1.75149870     0.20000000
     50     0.62274450     0.03122894          7     0.23035365     1.28876519     0.20000000
