instance_985

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.95783949     0.76627582          0        0.00000        3.00000        0.00000
      1     0.75642943     0.59856117          1     1.37772560     2.58433676     0.20000000
      2     0.72824860     0.53824580          8     1.09463036     2.46946621     0.20000000
      3     0.07380739     0.19124530          3     1.33345485     1.77555251     0.20000000
      4     0.73719752     0.44638610          3     0.81347340     2.09124613     0.20000000
      5     0.91907412     0.65863907          5     0.27122396     1.81379080     0.20000000
      6     0.11969351     0.91339791          3     1.32688165     1.67367935     0.20000000
      7     0.98690736     0.31099549          5     0.93805319     1.29175448     0.20000000
      8     0.04228563     0.90805352          3     1.09429431     1.95742464     0.20000000
      9     0.28583357     0.28361019          5     1.03012729     2.49419165     0.20000000
     10     0.32125703     0.67728847          2     0.25456944     1.17101252     0.20000000
     11     0.78037804     0.00633817          4     1.71180797     2.09403944     0.20000000
     12     0.90786237     0.62202382          9     1.50594974     2.01665258     0.20000000
     13     0.10814811     0.42367345          2     0.76513702     1.14517665     0.20000000
     14     0.90593976     0.31561804          8     0.57997847     1.31467092     0.20000000
     15     0.81235039     0.44367486          3     0.30238324     1.14822459     0.20000000
     16     0.53013879     0.98082328          4     1.18222225     2.18894148     0.20000000
     17     0.94562185     0.80132931          3     1.49535799     1.71258783     0.20000000
     18     0.75638968     0.68377274          3     0.39211205     0.83180213     0.20000000
     19     0.63214535     0.21107398          1     1.53164577     2.55888414     0.20000000
     20     0.00571506     0.77923137          8     0.43634641     2.07286263     0.20000000
     21     0.66584998     0.63502979          1     1.23261285     1.67905474     0.20000000
     22     0.40303108     0.02397257          9     1.16935635     2.07169580     0.20000000
     23     0.62569636     0.82134956          6     1.27982354     2.66136432     0.20000000
     24     0.78042722     0.45426321          1     0.13494211     1.43765593     0.20000000
     25     0.95753551     0.43010622          2     1.18163550     2.03173065     0.20000000
     26     0.09154322     0.99988079          5     0.45008516     1.74397635     0.20000000
     27     0.10913476     0.68886483          3     0.37487465     1.45707870     0.20000000
     28     0.66710508     0.31931505          9     0.64879167     2.35625648     0.20000000
     29     0.75492740     0.90553814          1     0.11803806     1.09493625     0.20000000
     30     0.08249128     0.95103943          8     0.55590534     1.33997989     0.20000000
     31     0.48602253     0.62644488          3     0.20701069     2.16877985     0.20000000
     32     0.64721483     0.81956255          7     1.86154175     2.29236603     0.20000000
     33     0.16784604     0.90155619          6     0.82324290     1.20795131     0.20000000
     34     0.46446976     0.70482671          2     1.53642952     1.77304995     0.20000000
     35     0.87593096     0.92981958          3     1.84732831     2.24827766     0.20000000
     36     0.43789035     0.94874018          5     1.79168534     2.39170003     0.20000000
     37     0.80110079     0.00321465          7     0.95325267     1.34836423     0.20000000
     38     0.60994452     0.96914858          1     0.56594855     1.93216443     0.20000000
     39     0.99655342     0.62213326          2     1.56775558     2.17010784     0.20000000
     40     0.22404473     0.76431388          7     0.17226851     1.71376896     0.20000000
     41     0.05129693     0.13693418          5     1.32432675     1.84876108     0.20000000
     42     0.91144443     0.02849869          4     1.30471325     2.26331306     0.20000000
     43     0.56038189     0.57801235          7     2.02004552     2.63119054     0.20000000
     44     0.11969226     0.42872748          7     0.48427674     1.41429567     0.20000000
     45     0.03900889     0.24155474          8     1.51281869     1.89693606     0.20000000
     46     0.59223586     0.52198297          6     0.46447098     1.83882010     0.20000000
     47     0.61000937     0.91771489          1     0.56209415     1.39624882     0.20000000
     48     0.21949814     0.15266177          2     1.09436047     1.36764824     0.20000000
     49     0.23992796     0.76842242          7     0.46060240     2.25921535     0.20000000
     50     0.79628217     0.99476588          3     0.27536064     2.00665879     0.20000000
