instance_974

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.60600817     0.81739265          0        0.00000        3.00000        0.00000
      1     0.48266509     0.82028848          3     0.66817683     1.69278312     0.20000000
      2     0.06808082     0.55601668          9     0.50374001     1.87917066     0.20000000
      3     0.09118999     0.91509414          8     0.51577365     1.03132868     0.20000000
      4     0.98815912     0.31140393          3     1.15627801     1.91784728     0.20000000
      5     0.39525172     0.70416009          7     2.03069329     2.84006763     0.20000000
      6     0.18862686     0.17741480          3     1.06770504     2.44488049     0.20000000
      7     0.44677040     0.26074243          6     0.99485087     2.26768875     0.20000000
      8     0.83059734     0.68061137          6     1.86276019     3.00000000     0.20000000
      9     0.96261233     0.22453110          3     1.22615361     1.47477293     0.20000000
     10     0.67942148     0.56626058          8     0.33714873     0.55258918     0.20000000
     11     0.14846185     0.26139775          8     1.25404763     1.57188916     0.20000000
     12     0.89896619     0.24796464          6     1.12597394     2.15986490     0.20000000
     13     0.15887064     0.72058493          8     1.18022966     1.46659184     0.20000000
     14     0.16505836     0.24477984          4     0.05981457     1.46047890     0.20000000
     15     0.57923973     0.76814491          2     0.10364309     0.90497005     0.20000000
     16     0.69016862     0.54677480          6     0.97851890     2.87854743     0.20000000
     17     0.48382145     0.44645351          4     1.96656096     2.74386311     0.20000000
     18     0.71090269     0.03980442          1     1.67977083     1.92179024     0.20000000
     19     0.18042393     0.33571044          4     0.03170139     1.80584693     0.20000000
     20     0.98928052     0.60106069          4     1.37593699     2.54487634     0.20000000
     21     0.66483134     0.68212384          3     2.19888783     2.91123009     0.20000000
     22     0.28050596     0.88023251          5     1.36639082     2.77874708     0.20000000
     23     0.05519717     0.36844096          8     1.11801076     1.92151594     0.20000000
     24     0.04393908     0.67578214          4     1.03401756     2.07754707     0.20000000
     25     0.28079790     0.63629633          3     0.64012957     2.52574754     0.20000000
     26     0.11160932     0.46129081          5     0.00000000     1.76450896     0.20000000
     27     0.57983714     0.48745307          9     1.55176735     2.17371726     0.20000000
     28     0.00455457     0.77937198          4     0.00000000     1.31494021     0.20000000
     29     0.12593120     0.70594621          6     0.72160828     1.64661419     0.20000000
     30     0.65348357     0.84398711          6     0.00000000     0.97827828     0.20000000
     31     0.50010997     0.62851131          3     0.17557853     1.45052099     0.20000000
     32     0.85098583     0.33448714          4     0.96434408     1.24772942     0.20000000
     33     0.72142333     0.17155334          8     1.14124751     2.49296546     0.20000000
     34     0.13653243     0.33788157          7     0.51042998     1.93707883     0.20000000
     35     0.46296561     0.20466723          9     0.54869914     1.06228566     0.20000000
     36     0.71030498     0.04529350          8     1.73200941     2.23428583     0.20000000
     37     0.60775483     0.68515670          4     1.45575559     1.90947473     0.20000000
     38     0.95521158     0.63818675          9     1.08191061     2.40265465     0.20000000
     39     0.08153197     0.78875554          1     1.49428511     2.32659531     0.20000000
     40     0.91909510     0.36174151          2     1.86300099     2.07041812     0.20000000
     41     0.10279644     0.90024978          6     0.64436352     1.14574480     0.20000000
     42     0.77116531     0.17248587          6     1.63696980     2.20713329     0.20000000
     43     0.56028306     0.45151132          8     1.34631586     3.00000000     0.20000000
     44     0.65228987     0.64144528          8     1.16499114     1.58317161     0.20000000
     45     0.75544411     0.11062846          7     1.39399385     1.70768046     0.20000000
     46     0.67321652     0.61853069          1     0.00000000     0.60002494     0.20000000
     47     0.28745335     0.92242515          2     0.40644556     1.71256018     0.20000000
     48     0.43706748     0.54465026          2     1.82849479     2.27362943     0.20000000
     49     0.86120117     0.06352283          3     1.26441288     1.89913940     0.20000000
     50     0.19599220     0.84118682          2     0.48492905     1.05305219     0.20000000
