instance_95

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.17163540     0.10375846          0        0.00000        3.00000        0.00000
      1     0.42280543     0.90990180          7     0.41244256     1.50631821     0.20000000
      2     0.88035208     0.20461060          4     1.29609299     2.06396008     0.20000000
      3     0.23884182     0.33081737          2     0.00000000     1.35343194     0.20000000
      4     0.89232188     0.69877100          9     0.67239892     2.19281673     0.20000000
      5     0.46719387     0.38776267          7     1.86158431     2.18625569     0.20000000
      6     0.60613602     0.69149977          2     1.21855068     2.44325995     0.20000000
      7     0.58957416     0.41363969          5     0.97420275     1.88156307     0.20000000
      8     0.88708270     0.67656016          9     0.80738258     1.05670249     0.20000000
      9     0.28314489     0.22591200          1     0.89884621     1.93463159     0.20000000
     10     0.31854707     0.09173492          3     1.53965068     1.78505945     0.20000000
     11     0.85268313     0.29431620          8     0.74051034     1.97413480     0.20000000
     12     0.49439704     0.04982580          1     0.30225438     1.74469566     0.20000000
     13     0.84091878     0.70495069          8     1.15927958     2.18703699     0.20000000
     14     0.23623861     0.29640636          4     1.37626553     3.00000000     0.20000000
     15     0.80074912     0.74074644          9     0.22253454     2.18349266     0.20000000
     16     0.42438608     0.40915936          6     1.40083385     1.61360598     0.20000000
     17     0.60730201     0.51419747          7     0.68171602     2.16883326     0.20000000
     18     0.62952948     0.30615240          2     0.43657595     1.79178834     0.20000000
     19     0.36060297     0.81633765          6     1.27853501     2.05432773     0.20000000
     20     0.87701064     0.66360867          3     0.82876259     2.38944578     0.20000000
     21     0.31655836     0.85967517          3     1.05107069     2.67454147     0.20000000
     22     0.76351690     0.57476437          7     0.48706371     2.29759026     0.20000000
     23     0.32997933     0.18142554          6     1.79098320     2.87248039     0.20000000
     24     0.01161626     0.31814867          9     1.55127907     3.00000000     0.20000000
     25     0.90272510     0.22342378          1     1.04491079     2.02348995     0.20000000
     26     0.44971204     0.44620413          3     0.70034140     2.04655504     0.20000000
     27     0.74251133     0.05506109          1     1.81428742     2.61952949     0.20000000
     28     0.10905023     0.57713461          3     1.17811644     1.85604250     0.20000000
     29     0.21193394     0.26420054          6     0.00000000     1.44699526     0.20000000
     30     0.18297541     0.01346344          8     0.81059402     2.65332890     0.20000000
     31     0.07871351     0.43448278          7     0.23113644     0.67925757     0.20000000
     32     0.33203724     0.67917019          7     0.37343824     0.83164859     0.20000000
     33     0.82553232     0.01284239          6     0.92137694     2.13414669     0.20000000
     34     0.09092158     0.73717755          8     0.55840892     1.51760840     0.20000000
     35     0.13032256     0.27766302          1     1.08603549     2.20348144     0.20000000
     36     0.49342251     0.05184554          4     1.71984363     2.68069291     0.20000000
     37     0.40123990     0.11304995          4     0.66911882     2.53794527     0.20000000
     38     0.76318204     0.64414465          6     1.01202941     2.96404743     0.20000000
     39     0.49672019     0.59586322          4     1.41493487     2.83623099     0.20000000
     40     0.47397238     0.33160865          8     1.02799654     2.26928282     0.20000000
     41     0.43132326     0.76599389          6     0.99325585     2.66458440     0.20000000
     42     0.76549107     0.33403262          7     0.00000000     1.53033471     0.20000000
     43     0.72246861     0.52766132          9     0.82545042     2.35203648     0.20000000
     44     0.51130444     0.65235662          6     1.55049682     1.77791882     0.20000000
     45     0.57379425     0.55157584          3     1.89902043     2.13434863     0.20000000
     46     0.67459601     0.10946272          8     1.03901768     1.33273530     0.20000000
     47     0.25583613     0.09476458          8     1.23663116     3.00000000     0.20000000
     48     0.74993235     0.76111811          9     0.88017267     1.76523685     0.20000000
     49     0.07776571     0.52505547          3     0.19605142     1.45724034     0.20000000
     50     0.63393825     0.68873191          1     0.86781615     1.14828014     0.20000000
