instance_122

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.27934787     0.24663207          0        0.00000        3.00000        0.00000
      1     0.86744505     0.34553275          9     0.87366390     1.29741669     0.20000000
      2     0.28761190     0.19919671          4     0.16387430     0.89467764     0.20000000
      3     0.33355972     0.48436424          8     0.57476866     1.07833135     0.20000000
      4     0.23549367     0.77935618          1     1.25820637     2.51602173     0.20000000
      5     0.95081496     0.11571646          3     1.79247749     1.99789155     0.20000000
      6     0.51569659     0.22580448          3     1.61832500     1.93426824     0.20000000
      7     0.45544347     0.09296863          8     1.63734126     2.48190188     0.20000000
      8     0.89405054     0.93936986          6     1.31664693     2.21973014     0.20000000
      9     0.77113783     0.43763730          9     0.41956013     1.42755246     0.20000000
     10     0.19355321     0.47723821          3     1.95596266     3.00000000     0.20000000
     11     0.90070093     0.14862487          5     1.21268535     2.70354772     0.20000000
     12     0.76789635     0.88320279          4     0.69584054     2.31961203     0.20000000
     13     0.80786246     0.55264562          6     0.79412162     1.48208725     0.20000000
     14     0.87744248     0.65813625          4     1.15018642     2.25507593     0.20000000
     15     0.76482934     0.46286252          9     0.98401725     2.95267868     0.20000000
     16     0.33349788     0.81364930          8     1.30135679     1.71067595     0.20000000
     17     0.88481867     0.03023642          1     0.30656046     2.11924386     0.20000000
     18     0.62843001     0.13993928          5     0.73164409     1.63025212     0.20000000
     19     0.59948516     0.72478867          7     0.82102627     2.74223161     0.20000000
     20     0.58435547     0.43836746          4     0.25095105     0.55126536     0.20000000
     21     0.90274686     0.78635436          3     1.21934056     2.24041772     0.20000000
     22     0.73719835     0.06824800          5     1.63290346     2.77375412     0.20000000
     23     0.17646183     0.12690021          8     1.02804255     1.83857226     0.20000000
     24     0.01142519     0.44929656          7     1.52506995     2.92138124     0.20000000
     25     0.96890098     0.34905589          3     1.18430340     2.13477445     0.20000000
     26     0.05679039     0.45748699          9     1.93816066     2.59611201     0.20000000
     27     0.12786718     0.78109825          2     0.55768442     1.51959610     0.20000000
     28     0.46300879     0.41920799          1     0.18049902     1.90373015     0.20000000
     29     0.01136548     0.32838595          5     0.12407792     2.09840393     0.20000000
     30     0.79129708     0.84492093          8     1.14739060     1.84625196     0.20000000
     31     0.16645491     0.02354521          4     1.97385669     2.71189523     0.20000000
     32     0.83207017     0.07846233          4     0.00000000     1.25159168     0.20000000
     33     0.48654810     0.86794436          6     0.58413738     2.02294397     0.20000000
     34     0.87088448     0.13817364          2     1.38684607     2.32400775     0.20000000
     35     0.58446836     0.52283865          8     1.15612864     2.62442470     0.20000000
     36     0.82714581     0.63479334          7     1.20756018     3.00000000     0.20000000
     37     0.52856755     0.91405958          2     0.30016112     1.84612441     0.20000000
     38     0.33090669     0.43113467          4     2.07615042     2.91409826     0.20000000
     39     0.23084751     0.49388230          9     0.73626900     1.97192025     0.20000000
     40     0.84301132     0.84298378          2     0.02258968     1.93265200     0.20000000
     41     0.03933116     0.71288240          4     1.78724408     2.08796239     0.20000000
     42     0.62564224     0.14988717          9     1.27638745     2.47783256     0.20000000
     43     0.01108431     0.60271829          2     1.70057344     2.93434858     0.20000000
     44     0.34489942     0.18270552          4     0.00000000     1.12238812     0.20000000
     45     0.96205550     0.02166106          7     0.80555576     1.76024127     0.20000000
     46     0.21076562     0.75992024          1     0.17104417     1.42257595     0.20000000
     47     0.23852220     0.51930004          3     1.46216917     3.00000000     0.20000000
     48     0.50620365     0.60245216          2     1.43623471     1.94065475     0.20000000
     49     0.14832878     0.34732077          3     1.09762335     2.31702042     0.20000000
     50     0.40139729     0.35884494          2     1.07969666     3.00000000     0.20000000
