instance_544

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.07415049     0.78916681          0        0.00000        3.00000        0.00000
      1     0.09313804     0.50892138          5     1.84283340     2.64581919     0.20000000
      2     0.00641106     0.34126890          9     0.43907791     2.08138728     0.20000000
      3     0.66880447     0.35572666          7     0.53710520     2.02076387     0.20000000
      4     0.64104795     0.68817836          1     1.33588910     2.94937873     0.20000000
      5     0.57913285     0.05608856          7     0.67279893     2.15923357     0.20000000
      6     0.87403208     0.56275868          7     0.37191796     1.38229489     0.20000000
      7     0.84167367     0.16003375          3     0.96853340     1.82327998     0.20000000
      8     0.62830025     0.58430797          1     0.52859747     2.07390928     0.20000000
      9     0.05860979     0.88363719          4     1.18013394     2.87216330     0.20000000
     10     0.22360039     0.99218690          4     1.62295747     2.87073970     0.20000000
     11     0.92106175     0.47672209          2     0.83086354     1.56547451     0.20000000
     12     0.92017245     0.79510903          8     1.39403045     1.91503227     0.20000000
     13     0.19065663     0.17529434          7     1.25125504     1.83601379     0.20000000
     14     0.58059931     0.23912901          8     0.26965082     1.69585037     0.20000000
     15     0.67769235     0.48984215          9     1.66834569     2.00022030     0.20000000
     16     0.47933108     0.64406198          5     0.40252471     2.39356685     0.20000000
     17     0.56210566     0.00364267          5     1.05994177     1.26883054     0.20000000
     18     0.59879476     0.84911656          7     1.75325799     2.10538578     0.20000000
     19     0.27601239     0.58103037          3     0.58178937     2.40493631     0.20000000
     20     0.14545827     0.61837739          9     1.99412799     2.91137147     0.20000000
     21     0.34794068     0.43981805          7     1.38077104     2.46666861     0.20000000
     22     0.35924512     0.46576223          3     0.13887304     1.74455523     0.20000000
     23     0.25294313     0.00513966          2     1.06445277     2.80356026     0.20000000
     24     0.86763847     0.30897069          8     0.58182806     2.56278467     0.20000000
     25     0.90597183     0.90066642          5     1.45219445     1.98934150     0.20000000
     26     0.94198537     0.23710583          8     0.88566053     2.45632935     0.20000000
     27     0.53555954     0.39203879          6     1.82358837     2.33976793     0.20000000
     28     0.57049668     0.90812582          3     1.11742556     2.50344944     0.20000000
     29     0.83156192     0.82381707          6     0.40280944     1.61374211     0.20000000
     30     0.36083564     0.90912956          1     0.09170276     1.13785481     0.20000000
     31     0.61836857     0.75232804          1     0.82716429     1.78436577     0.20000000
     32     0.21058324     0.49185988          4     1.71403003     2.37472939     0.20000000
     33     0.86317754     0.09434371          7     0.19260257     2.05800819     0.20000000
     34     0.41777030     0.52534366          6     0.87469465     2.46922731     0.20000000
     35     0.03060064     0.59822208          8     1.91729760     2.46493554     0.20000000
     36     0.90449315     0.27126011          7     1.20675290     1.43357694     0.20000000
     37     0.83157676     0.58391863          4     1.60903978     2.19774961     0.20000000
     38     0.97068113     0.48673260          6     0.83684206     1.84772706     0.20000000
     39     0.53467470     0.83590400          8     1.65963483     2.73925853     0.20000000
     40     0.54651499     0.14263396          8     0.73006952     1.27016914     0.20000000
     41     0.74028522     0.59291983          8     0.52948821     2.20178556     0.20000000
     42     0.84745485     0.11576682          2     0.82838577     2.41284704     0.20000000
     43     0.20442542     0.24603295          1     1.45128572     2.06283879     0.20000000
     44     0.17463368     0.67495745          2     0.89886910     1.41708851     0.20000000
     45     0.80121940     0.00554770          7     1.17666340     1.63228512     0.20000000
     46     0.62071383     0.75414276          3     1.48115325     2.16092372     0.20000000
     47     0.76669490     0.88491207          3     1.07829452     1.94520354     0.20000000
     48     0.10946967     0.40569523          5     0.09277791     1.10237050     0.20000000
     49     0.73872113     0.70932758          7     1.28840899     1.94001818     0.20000000
     50     0.88161373     0.54560125          5     0.68821383     2.26041985     0.20000000
