instance_541

VEHICLE
NUMBER     CAPACITY
  100              40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.25544813     0.56546086          0        0.00000        3.00000        0.00000
      1     0.42757553     0.46269616          7     0.18043596     1.28233504     0.20000000
      2     0.57707727     0.17389549          6     1.73371184     2.60581112     0.20000000
      3     0.33343643     0.33238408          3     0.30062914     2.27772093     0.20000000
      4     0.76151282     0.91622633          8     1.32788062     1.93914962     0.20000000
      5     0.30780685     0.17788775          1     0.89147884     2.38213491     0.20000000
      6     0.29372385     0.58326608          6     1.98521042     3.00000000     0.20000000
      7     0.21145470     0.59484512          7     1.30607975     2.55075836     0.20000000
      8     0.56477612     0.79405093          4     0.12798837     1.12617671     0.20000000
      9     0.77817583     0.09533095          8     0.33393541     1.21330440     0.20000000
     10     0.71596986     0.75904304          4     0.00000000     1.87794805     0.20000000
     11     0.26651424     0.18105474          1     0.99084836     1.63784814     0.20000000
     12     0.30235076     0.86290717          2     0.61590391     1.69937682     0.20000000
     13     0.86636883     0.21751004          8     0.99981004     1.95143318     0.20000000
     14     0.09722675     0.89638251          6     1.58796775     3.00000000     0.20000000
     15     0.19136025     0.49257672          3     0.34420997     1.55979228     0.20000000
     16     0.31268272     0.47346497          9     0.67068267     2.47949409     0.20000000
     17     0.22101685     0.13234623          1     0.20627844     2.08756685     0.20000000
     18     0.21902533     0.07698916          3     0.30417317     1.51081514     0.20000000
     19     0.36633188     0.40647238          6     0.03781682     1.75551820     0.20000000
     20     0.57918417     0.74416006          2     1.58362579     3.00000000     0.20000000
     21     0.79052013     0.88972348          3     1.45101619     2.39195633     0.20000000
     22     0.79497474     0.17316809          9     0.88528025     1.11191332     0.20000000
     23     0.12669541     0.03180188          7     1.13597178     2.79381514     0.20000000
     24     0.65322715     0.55031335          7     0.00000000     1.89702201     0.20000000
     25     0.13457908     0.46295187          3     0.55500484     2.39945126     0.20000000
     26     0.94516665     0.19720986          7     0.38693795     1.21580625     0.20000000
     27     0.64259946     0.45838258          8     0.07819140     1.84168708     0.20000000
     28     0.03065008     0.45373529          5     0.00890827     1.33877993     0.20000000
     29     0.48880544     0.13243087          9     1.33670104     3.00000000     0.20000000
     30     0.21214449     0.34306714          7     0.78771973     1.16560280     0.20000000
     31     0.55322379     0.10969057          7     0.91774100     2.64155841     0.20000000
     32     0.30729574     0.03149377          2     0.01560330     1.81185508     0.20000000
     33     0.98433322     0.58424878          3     0.97858709     2.18238926     0.20000000
     34     0.50672191     0.82911122          2     1.64797091     2.66918349     0.20000000
     35     0.64628035     0.38692713          1     0.56953287     1.99074221     0.20000000
     36     0.92441517     0.35575554          2     1.22103107     1.85654151     0.20000000
     37     0.26123849     0.77508384          2     0.45571238     2.04740405     0.20000000
     38     0.52111870     0.78719169          2     1.15315270     2.96664977     0.20000000
     39     0.71875846     0.13487044          8     0.79708743     2.24911737     0.20000000
     40     0.80779165     0.65455198          6     0.08825845     1.28218818     0.20000000
     41     0.79179281     0.60184693          4     0.00000000     1.60200059     0.20000000
     42     0.16340733     0.36372918          8     1.93855047     2.71570110     0.20000000
     43     0.16418317     0.88011128          2     0.81267965     1.56511748     0.20000000
     44     0.17936729     0.31296486          2     0.72579104     2.56493330     0.20000000
     45     0.21817301     0.51258546          5     1.21734762     2.87213469     0.20000000
     46     0.60397965     0.23352169          2     0.91042578     2.40602922     0.20000000
     47     0.50585085     0.93380845          2     1.69867527     2.91995811     0.20000000
     48     0.63177925     0.50808316          5     0.13236412     0.68360698     0.20000000
     49     0.04426111     0.59473002          4     1.00556254     2.69686222     0.20000000
     50     0.39849725     0.51500660          7     1.90575445     3.00000000     0.20000000
