instance_719

VEHICLE
NUMBER     CAPACITY
  100              50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.63386238     0.38379726          0        0.00000        3.00000        0.00000
      1     0.76370579     0.31050831          7     0.80090475     2.26774287     0.20000000
      2     0.36380702     0.71213174          9     0.22811943     1.61417270     0.20000000
      3     0.61265635     0.42366618          9     0.94604874     1.82676029     0.20000000
      4     0.96810430     0.13670969          9     0.04739559     1.83973801     0.20000000
      5     0.29920110     0.19401005          6     0.00000000     1.61136782     0.20000000
      6     0.46902838     0.22056983          3     0.59685904     1.94786668     0.20000000
      7     0.72164488     0.36483550          8     1.29552817     2.41355920     0.20000000
      8     0.20670432     0.93633759          8     0.92012209     2.62299037     0.20000000
      9     0.33396658     0.80596781          4     0.62007529     1.70552802     0.20000000
     10     0.63244200     0.67918777          9     2.01506901     2.85113907     0.20000000
     11     0.24671100     0.47766078          6     0.97503388     1.46625745     0.20000000
     12     0.52328891     0.76095915          9     0.58928698     1.70638466     0.20000000
     13     0.00560811     0.62190539          5     0.14530748     1.25296903     0.20000000
     14     0.05902822     0.49967700          2     1.38076043     1.97682858     0.20000000
     15     0.53080559     0.56079561          2     0.00000000     0.88838416     0.20000000
     16     0.17478096     0.60717624          8     0.99683827     2.64489818     0.20000000
     17     0.03179041     0.78687185          5     0.91826814     1.21921706     0.20000000
     18     0.58150756     0.79172814          6     2.00349760     2.68452120     0.20000000
     19     0.51396227     0.33317891          6     1.11355281     2.07003736     0.20000000
     20     0.47310558     0.94373226          9     1.05509198     2.21480560     0.20000000
     21     0.65986979     0.71995836          2     1.13229823     2.72721553     0.20000000
     22     0.55901945     0.27501255          7     0.73389804     0.99771249     0.20000000
     23     0.40274394     0.20678413          9     1.26736784     2.02887511     0.20000000
     24     0.02974649     0.16872571          9     1.01098788     2.04460812     0.20000000
     25     0.06609675     0.45266485          8     0.94893819     2.28644824     0.20000000
     26     0.99719417     0.30829683          8     0.99211425     2.15183496     0.20000000
     27     0.89692414     0.00153181          8     0.25010356     0.79153168     0.20000000
     28     0.33920830     0.83085215          7     0.00000000     1.54582500     0.20000000
     29     0.38525888     0.36433274          6     1.46472359     3.00000000     0.20000000
     30     0.94615728     0.50158697          5     1.84260154     2.64766812     0.20000000
     31     0.73802805     0.97902751          4     1.28691840     2.32470155     0.20000000
     32     0.14364178     0.54113811          2     0.85181963     2.08236980     0.20000000
     33     0.59254020     0.63044286          9     0.16318442     0.65484011     0.20000000
     34     0.77405119     0.42179865          6     1.89155710     2.57316828     0.20000000
     35     0.23197319     0.11288816          9     0.35570836     0.66956341     0.20000000
     36     0.74478418     0.82133263          8     0.41552788     1.69170165     0.20000000
     37     0.25598162     0.48248959          1     1.00434923     2.15294623     0.20000000
     38     0.99504000     0.68961424          7     0.00000000     1.79001951     0.20000000
     39     0.53058696     0.90079719          3     0.34056982     1.05167806     0.20000000
     40     0.78890300     0.47750032          9     0.34939492     1.60423779     0.20000000
     41     0.25006071     0.28818074          2     1.47570705     2.14747190     0.20000000
     42     0.29177120     0.41357225          7     0.92253423     2.77254128     0.20000000
     43     0.04630872     0.03732323          1     0.94667488     2.24750972     0.20000000
     44     0.83973533     0.96795630          1     0.16937363     1.89831197     0.20000000
     45     0.32339087     0.50240070          5     0.00000000     1.38085938     0.20000000
     46     0.93058300     0.40796876          2     1.50900221     1.89172101     0.20000000
     47     0.57044613     0.21887325          1     0.29049766     2.08215380     0.20000000
     48     0.94082260     0.06526524          8     0.76563179     1.79615438     0.20000000
     49     0.17004967     0.93499738          5     0.83618212     1.73333073     0.20000000
     50     0.01782127     0.30440286          3     0.17788911     1.68667638     0.20000000
     51     0.04515504     0.41494542          2     0.43098921     1.27220392     0.20000000
     52     0.99157733     0.09162670          5     1.90488911     2.75131989     0.20000000
     53     0.87165254     0.87491602          5     1.70503771     2.51237869     0.20000000
     54     0.90463114     0.99055368          8     0.95239919     1.94497275     0.20000000
     55     0.28571582     0.08200862          3     0.27041960     1.90663505     0.20000000
     56     0.77952069     0.42916128          2     0.18635778     0.68593478     0.20000000
     57     0.86400789     0.12442513          4     1.61133254     3.00000000     0.20000000
     58     0.02589766     0.32537603          3     1.46487749     2.30436611     0.20000000
     59     0.76726353     0.33074009          3     1.34828544     2.46853209     0.20000000
     60     0.10582148     0.53086811          4     1.02619934     2.55957103     0.20000000
     61     0.94999737     0.69451249          9     1.97282290     2.31392026     0.20000000
     62     0.19804007     0.04327662          1     1.13739264     2.95359659     0.20000000
     63     0.33457389     0.50359780          7     1.15853345     2.20197439     0.20000000
     64     0.56473273     0.30089131          9     1.26826334     3.00000000     0.20000000
     65     0.05605959     0.82456762          8     0.63735557     1.61627102     0.20000000
     66     0.97480160     0.75763053          7     0.22952157     2.12801838     0.20000000
     67     0.23614155     0.49832946          1     1.00497174     2.46563554     0.20000000
     68     0.68627334     0.86711234          4     0.69009519     1.16848195     0.20000000
     69     0.85484070     0.68410015          6     0.74386340     2.40105104     0.20000000
     70     0.19830395     0.06504809          5     1.26042187     2.91177702     0.20000000
     71     0.76651317     0.44085422          9     1.28604150     2.87202334     0.20000000
     72     0.75815058     0.77186787          3     1.36350417     2.60979557     0.20000000
     73     0.55032074     0.56379777          2     0.00000000     1.43986356     0.20000000
     74     0.03980968     0.50500643          7     0.83001369     1.92143226     0.20000000
     75     0.17742445     0.03601796          7     1.50954282     2.47623515     0.20000000
