instance_668

VEHICLE
NUMBER     CAPACITY
  100              50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.55950683     0.78113955          0        0.00000        3.00000        0.00000
      1     0.67767215     0.23486248          9     0.65025914     1.91711771     0.20000000
      2     0.77921253     0.72756892          6     0.88725209     2.55684924     0.20000000
      3     0.53482670     0.77988899          3     1.38649797     2.40648103     0.20000000
      4     0.21687327     0.59694386          9     0.36844435     1.18609262     0.20000000
      5     0.78583598     0.86356461          6     0.38726050     0.78121775     0.20000000
      6     0.83949703     0.66229951          9     2.02392817     2.28404140     0.20000000
      7     0.24395120     0.16672884          6     0.42193371     1.27131891     0.20000000
      8     0.34790406     0.83173400          4     0.53052324     1.72956848     0.20000000
      9     0.83654255     0.01458076          3     0.77182764     2.65645313     0.20000000
     10     0.73460120     0.72046769          4     0.87427574     2.47332621     0.20000000
     11     0.12023850     0.75009072          4     0.55755585     2.14802217     0.20000000
     12     0.19987112     0.49251509          6     0.44713628     0.77339959     0.20000000
     13     0.30998969     0.97250050          9     0.00000000     1.54135203     0.20000000
     14     0.88186395     0.63419282          9     0.32542643     0.98037779     0.20000000
     15     0.45253530     0.63691962          2     0.47518879     1.55981183     0.20000000
     16     0.53880101     0.13057159          4     1.95712399     2.20508504     0.20000000
     17     0.87103105     0.05211482          9     0.21670812     1.44294786     0.20000000
     18     0.83804673     0.52552378          7     1.38753211     2.61616611     0.20000000
     19     0.29196128     0.98121256          2     0.77452880     2.03291082     0.20000000
     20     0.38264611     0.38723740          1     0.06964409     1.14610040     0.20000000
     21     0.59625328     0.49492386          5     0.00000000     1.30369115     0.20000000
     22     0.95785785     0.19616741          9     1.50087667     2.15583467     0.20000000
     23     0.45782846     0.12185159          9     0.93095469     2.38286519     0.20000000
     24     0.27413636     0.77877498          2     0.57843107     1.71034431     0.20000000
     25     0.54935807     0.67454994          2     1.65484583     2.60595489     0.20000000
     26     0.29430768     0.18925622          6     0.00000000     1.65588057     0.20000000
     27     0.35815048     0.45164028          6     0.26467210     1.45532990     0.20000000
     28     0.08338648     0.16040899          2     0.73013997     2.19804072     0.20000000
     29     0.59050155     0.19086781          8     1.28573394     2.25363374     0.20000000
     30     0.43014637     0.35090321          9     0.01585221     2.00969505     0.20000000
     31     0.64341164     0.36188892          5     0.79227781     1.60037971     0.20000000
     32     0.57679838     0.52931899          5     2.26530361     2.47465181     0.20000000
     33     0.73812234     0.24614874          9     0.26313698     2.10844612     0.20000000
     34     0.05262561     0.75708348          7     1.52266610     3.00000000     0.20000000
     35     0.29465157     0.80554032          9     0.00000000     1.36167049     0.20000000
     36     0.71339482     0.88666785          4     0.49582255     2.07393122     0.20000000
     37     0.35013258     0.31537381          3     0.64522016     1.09297693     0.20000000
     38     0.49527642     0.34177092          4     1.04469860     1.68516123     0.20000000
     39     0.52835023     0.28773800          2     0.00000000     1.85422635     0.20000000
     40     0.25111553     0.72817791          9     2.30784917     2.59405971     0.20000000
     41     0.49476966     0.20117100          8     0.66340029     1.36263192     0.20000000
     42     0.88558275     0.85305649          1     1.12064290     2.90793729     0.20000000
     43     0.51542866     0.15704060          1     0.83146048     1.15598977     0.20000000
     44     0.64487815     0.26507521          1     0.42676753     2.20316839     0.20000000
