instance_649

VEHICLE
NUMBER     CAPACITY
  100              50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.17660107     0.65779459          0        0.00000        3.00000        0.00000
      1     0.36835137     0.62255269          9     0.00000000     0.58712345     0.20000000
      2     0.67318624     0.98390353          3     0.67835754     2.61071968     0.20000000
      3     0.08182021     0.50788230          4     0.22774249     0.85250682     0.20000000
      4     0.20764500     0.99642706          4     0.99777430     2.62716460     0.20000000
      5     0.67304432     0.26498345          3     0.74577981     1.70787263     0.20000000
      6     0.85879278     0.23904125          2     0.91713887     1.19504309     0.20000000
      7     0.17468129     0.32720330          1     0.11887550     1.65956759     0.20000000
      8     0.11592456     0.01202136          2     0.76771396     2.14585257     0.20000000
      9     0.15099536     0.62474340          6     1.78397512     2.56153917     0.20000000
     10     0.87115681     0.00918435          5     0.31432980     1.78273463     0.20000000
     11     0.05470100     0.55693293          6     1.59816539     3.00000000     0.20000000
     12     0.36828443     0.98552662          9     1.12160921     3.00000000     0.20000000
     13     0.67935288     0.07403875          6     0.50523734     1.24301207     0.20000000
     14     0.10189704     0.01943336          2     1.31771338     2.33830309     0.20000000
     15     0.51745856     0.35168764          2     0.55000383     2.28645205     0.20000000
     16     0.83053690     0.07872418          7     0.59419906     1.37850296     0.20000000
     17     0.35991937     0.84306562          6     0.13943857     2.06207633     0.20000000
     18     0.29214805     0.97278738          8     0.56647879     2.56317210     0.20000000
     19     0.34304368     0.47976804          6     0.72680163     1.22741926     0.20000000
     20     0.69272608     0.98453259          1     0.47818264     1.42452598     0.20000000
     21     0.11484749     0.56946397          2     1.15601504     1.56656110     0.20000000
     22     0.70937371     0.88503206          4     0.52524865     2.45850754     0.20000000
     23     0.42288971     0.13243356          6     1.60189843     2.02230620     0.20000000
     24     0.22804625     0.67664659          3     1.24889922     2.70258665     0.20000000
     25     0.30622038     0.30931297          2     0.60673267     1.69929647     0.20000000
     26     0.48286059     0.92162985          9     0.41416812     1.82978582     0.20000000
     27     0.43661085     0.39282218          6     1.23733473     3.00000000     0.20000000
     28     0.74481803     0.24557678          6     0.00000000     1.57126498     0.20000000
     29     0.77881455     0.00790409          6     1.21055424     1.82220709     0.20000000
     30     0.77643651     0.45179489          9     0.78141093     1.35644221     0.20000000
     31     0.00947441     0.65487874          9     0.73107612     0.99575007     0.20000000
     32     0.11764394     0.89619786          1     1.02413464     2.39063501     0.20000000
     33     0.44969428     0.11035001          7     0.00000000     1.82678127     0.20000000
     34     0.33880520     0.76645529          7     0.08955562     1.89616179     0.20000000
     35     0.80315018     0.47747764          5     0.74521536     1.34346867     0.20000000
     36     0.03491368     0.70103186          6     1.51810443     2.92081499     0.20000000
     37     0.52739674     0.75788242          5     0.41910306     1.29231119     0.20000000
     38     0.36535153     0.30690551          5     0.51848352     1.00343430     0.20000000
     39     0.56793201     0.25552806          6     0.74765575     1.11706090     0.20000000
     40     0.68124950     0.92140514          8     0.00000000     1.40124536     0.20000000
     41     0.19931044     0.24943905          6     1.39485526     1.65747380     0.20000000
     42     0.86809981     0.30110928          2     0.41796628     1.36137748     0.20000000
     43     0.31256837     0.50180262          6     0.24462515     2.23533297     0.20000000
     44     0.32030135     0.92627490          2     0.06974077     1.46356225     0.20000000
     45     0.54086208     0.99211168          7     1.37283850     2.04993939     0.20000000
     46     0.71596026     0.97653770          9     0.51234955     1.78365803     0.20000000
     47     0.14601012     0.61849338          6     0.59606087     1.51367271     0.20000000
     48     0.10766184     0.02365573          3     0.73889416     1.71044183     0.20000000
     49     0.21728890     0.89836264          3     0.74003458     1.41037369     0.20000000
     50     0.74687111     0.50937974          8     1.55323946     2.54746175     0.20000000
     51     0.91030365     0.13525860          9     0.14660633     2.01568794     0.20000000
     52     0.65877157     0.64357448          9     1.51535523     2.50521564     0.20000000
     53     0.78808284     0.98013860          9     0.05622607     2.03254724     0.20000000
     54     0.31876755     0.16822323          2     0.02101225     1.83534575     0.20000000
     55     0.93532681     0.06174963          5     1.16273379     2.16752219     0.20000000
     56     0.64798939     0.96255273          4     0.04611188     2.00852156     0.20000000
     57     0.95522052     0.75858712          1     0.68933153     2.31400585     0.20000000
     58     0.24537981     0.20993640          1     1.38367343     1.94216990     0.20000000
     59     0.63417971     0.17136587          7     1.12689376     1.37808943     0.20000000
     60     0.30457127     0.48923621          3     0.50586110     2.29288650     0.20000000
     61     0.74914044     0.21999970          2     0.37441525     1.26297152     0.20000000
     62     0.32257420     0.63057768          8     0.40237862     1.19608235     0.20000000
     63     0.21148179     0.70569855          5     1.80505431     3.00000000     0.20000000
     64     0.20420846     0.09146376          5     1.81127775     2.61410594     0.20000000
     65     0.44945031     0.69076484          2     0.00000000     1.27895975     0.20000000
     66     0.44176927     0.15733896          1     1.21868801     2.65793228     0.20000000
     67     0.26028356     0.55326629          7     0.87236995     2.05457664     0.20000000
     68     0.08943295     0.16413429          4     1.48660505     1.69200194     0.20000000
     69     0.33496892     0.02438319          8     0.00000000     1.58629346     0.20000000
     70     0.95261425     0.40537563          6     1.01407564     2.90005732     0.20000000
     71     0.57605678     0.53805691          2     0.05544442     1.91999412     0.20000000
     72     0.35261607     0.69187075          8     0.00000000     1.09587228     0.20000000
     73     0.71448654     0.87790507          1     0.92767417     1.53739798     0.20000000
     74     0.75851327     0.84253287          6     0.86723799     2.50686026     0.20000000
     75     0.40915370     0.11471224          3     0.00382912     1.92254376     0.20000000
     76     0.83283854     0.64906579          8     0.42391634     1.17999601     0.20000000
     77     0.69438422     0.41777441          1     1.59102893     2.66405940     0.20000000
     78     0.39625546     0.29485729          5     0.14069635     0.84095508     0.20000000
     79     0.77689326     0.74617064          7     1.17489290     1.50517702     0.20000000
     80     0.46664011     0.88705319          1     1.73580611     2.30091000     0.20000000
     81     0.17162290     0.47278070          9     0.00000000     1.05248487     0.20000000
     82     0.34696794     0.45078015          7     0.43509600     1.40526032     0.20000000
     83     0.68514878     0.31589979          1     0.47771704     1.64710486     0.20000000
     84     0.98920655     0.25881362          1     0.11252415     1.89113176     0.20000000
     85     0.07489481     0.21221954          2     1.36978865     2.63229036     0.20000000
     86     0.82108402     0.11987173          9     1.45931959     1.98482919     0.20000000
     87     0.76717508     0.14325629          8     1.00362694     1.30884540     0.20000000
     88     0.36794689     0.40562889          3     1.51946163     3.00000000     0.20000000
     89     0.77379555     0.29706773          5     0.19828355     1.33132017     0.20000000
     90     0.54186946     0.46639335          6     0.24077576     1.73434329     0.20000000
     91     0.44503742     0.78790283          8     0.57130259     1.50295901     0.20000000
     92     0.89496326     0.48269242          9     0.45622915     2.07203960     0.20000000
     93     0.55617845     0.51336318          7     1.03827035     1.55368912     0.20000000
     94     0.83836937     0.07963489          4     1.41239214     2.36292720     0.20000000
     95     0.41057163     0.45008966          3     1.06709623     2.55274606     0.20000000
     96     0.80295640     0.86034244          8     1.64067447     2.38472652     0.20000000
     97     0.94608396     0.14466642          5     0.69871956     1.75782371     0.20000000
     98     0.43097195     0.79881650          9     0.86639553     1.69253850     0.20000000
     99     0.51886016     0.81182474          9     0.24900311     1.86312604     0.20000000
    100     0.58601451     0.98355240          2     1.26464486     2.86745858     0.20000000
