instance_69

VEHICLE
NUMBER     CAPACITY
  100              50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.92645305     0.97285718          0        0.00000        3.00000        0.00000
      1     0.00535673     0.91730982          8     0.47170794     2.03505373     0.20000000
      2     0.99326712     0.30369377          6     1.02502179     1.67667508     0.20000000
      3     0.37749726     0.47004405          8     1.11353850     2.43713260     0.20000000
      4     0.10413195     0.93129039          5     1.51949298     2.08748198     0.20000000
      5     0.87979549     0.30033827          3     0.77472013     2.04336953     0.20000000
      6     0.38612810     0.74560475          9     1.09821069     2.65581608     0.20000000
      7     0.70314771     0.68020344          7     1.87827682     2.55895615     0.20000000
      8     0.22833948     0.77840626          1     0.63282108     2.39337206     0.20000000
      9     0.32568243     0.97087836          9     0.93152022     1.81124473     0.20000000
     10     0.80916911     0.36577684          7     1.30859494     2.72836518     0.20000000
     11     0.33796668     0.93597776          4     1.25475335     2.75208402     0.20000000
     12     0.33726767     0.89678603          6     1.10264730     2.45979810     0.20000000
     13     0.43498936     0.76256257          8     0.81278872     1.96292210     0.20000000
     14     0.66530979     0.89499599          8     0.00000000     1.42204475     0.20000000
     15     0.03882905     0.13184464          1     0.95201612     1.59448743     0.20000000
     16     0.44928607     0.97492778          3     1.46667933     3.00000000     0.20000000
     17     0.67672485     0.46823686          7     0.66480410     1.45266807     0.20000000
     18     0.69557422     0.01334478          4     0.18375641     2.06259203     0.20000000
     19     0.81035811     0.85392648          1     0.00000000     1.53373194     0.20000000
     20     0.38936356     0.08844844          2     0.82220018     1.44070590     0.20000000
     21     0.30452216     0.29941109          5     1.21543491     1.56022251     0.20000000
     22     0.36689502     0.29735970          7     0.67520148     2.44305706     0.20000000
     23     0.58451027     0.80166179          6     1.26722729     1.87510765     0.20000000
     24     0.76532257     0.52874976          8     1.75234854     2.32338142     0.20000000
     25     0.29249704     0.60137975          6     1.33355379     1.91782093     0.20000000
     26     0.88073510     0.80001199          4     1.93613100     2.70850706     0.20000000
     27     0.26307184     0.70699835          4     0.61873853     2.40587664     0.20000000
     28     0.59077340     0.54777932          9     0.25448531     1.95868349     0.20000000
     29     0.32519802     0.01975899          8     0.41059566     2.14491534     0.20000000
     30     0.60441613     0.29890475          6     0.62408292     2.01525736     0.20000000
     31     0.60635543     0.26804176          1     0.70972037     2.34384632     0.20000000
     32     0.91718072     0.02306098          2     0.67497456     1.45772803     0.20000000
     33     0.75582552     0.81005722          2     0.70313406     1.79402161     0.20000000
     34     0.76606810     0.39926159          1     0.00000000     1.45633674     0.20000000
