instance_788

VEHICLE
NUMBER     CAPACITY
  100              50

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0     0.34855092     0.33274227          0        0.00000        3.00000        0.00000
      1     0.95995820     0.10080276          8     1.14661837     1.84153128     0.20000000
      2     0.13265949     0.01527923          8     0.46579957     2.03117251     0.20000000
      3     0.42153597     0.92917264          7     1.28910029     2.56709480     0.20000000
      4     0.42951223     0.57029986          8     0.30978960     2.28970385     0.20000000
      5     0.73761994     0.01846715          9     0.00000000     1.72428441     0.20000000
      6     0.49533093     0.83533347          5     0.92400324     1.49936306     0.20000000
      7     0.20773803     0.75999808          6     0.88113976     1.90950918     0.20000000
      8     0.99285257     0.15139931          2     1.29192472     2.52261710     0.20000000
      9     0.33505291     0.08739656          2     1.03959429     1.80915558     0.20000000
     10     0.23041642     0.49789298          7     2.11867714     2.45902681     0.20000000
     11     0.29759309     0.21131238          9     0.05807072     0.86509907     0.20000000
     12     0.13105690     0.01111697          5     0.87019193     1.66730464     0.20000000
     13     0.36320710     0.05655792          2     0.59034455     0.86186635     0.20000000
     14     0.35077724     0.34664986          8     0.00000000     1.84347272     0.20000000
     15     0.71492690     0.35980436          1     0.74795675     1.38985181     0.20000000
     16     0.57455009     0.61000943          3     0.59047592     2.19960690     0.20000000
     17     0.35075256     0.59743547          9     1.05109179     2.46337366     0.20000000
     18     0.88029832     0.20318338          2     0.63792050     2.22580528     0.20000000
     19     0.46299928     0.60816920          4     0.92108428     1.71005642     0.20000000
     20     0.35569456     0.14912978          4     0.18178493     1.29420948     0.20000000
     21     0.00282953     0.16688807          1     0.40065968     0.70217216     0.20000000
     22     0.82264602     0.94232339          5     0.00000000     1.84412336     0.20000000
     23     0.88897711     0.33363387          7     0.26140970     1.74545813     0.20000000
     24     0.87081265     0.86182749          7     1.11130559     2.37844515     0.20000000
     25     0.67713803     0.55599511          3     1.56484818     1.96246696     0.20000000
     26     0.27146438     0.15228748          6     0.75979173     2.16311121     0.20000000
     27     0.85293508     0.41540682          6     0.33542460     1.12421870     0.20000000
     28     0.32486033     0.29874879          5     0.31238520     1.01414025     0.20000000
