instance_8477

VEHICLE
NUMBER     CAPACITY
  50           40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.55572796        0.55921571      0              0        1000000      0
      1        0.16884931        0.81160439      8              0            100      0
      2        0.72252552        0.27557900      4              0            100      0
      3        0.47432019        0.53857774      8              0            100      0
      4        0.65617166        0.49850486      9              0            100      0
      5        0.76149176        0.42565203      8              0            100      0
      6        0.15365149        0.09653578      3              0            100      0
      7        0.27171448        0.07949316      5              0            100      0
      8        0.36279992        0.98228122      1              0            100      0
      9        0.13947068        0.78850227      4              0            100      0
     10        0.65265462        0.18771246      2              0            100      0
     11        0.55181689        0.91702921      4              0            100      0
     12        0.14485332        0.28093173      2              0            100      0
     13        0.27601606        0.99042021      3              0            100      0
     14        0.26640183        0.14312996      3              0            100      0
     15        0.05482837        0.53556153      3              0            100      0
     16        0.10960288        0.42576009      1              0            100      0
     17        0.73758086        0.84530871      3              0            100      0
     18        0.19347715        0.65013052      2              0            100      0
     19        0.85362087        0.13406862      9              0            100      0
     20        0.50776555        0.87052592      5              0            100      0
     21        0.35959188        0.53524324      6              0            100      0
     22        0.69851863        0.21776372      5              0            100      0
     23        0.98395935        0.45391793      2              0            100      0
     24        0.46513079        0.99572835      8              0            100      0
     25        0.55991139        0.96760527      7              0            100      0
     26        0.86865816        0.79970309      5              0            100      0
     27        0.92510561        0.67219659      9              0            100      0
     28        0.58463624        0.87444976      3              0            100      0
     29        0.26890030        0.83155517      8              0            100      0
     30        0.74888073        0.06684251      1              0            100      0
     31        0.53185440        0.73213905      2              0            100      0
     32        0.20561871        0.65560136      2              0            100      0
     33        0.37474286        0.11990403      4              0            100      0
     34        0.19487899        0.60843987      7              0            100      0
     35        0.61368168        0.52069395      1              0            100      0
     36        0.45972019        0.10697522      9              0            100      0
     37        0.93242450        0.30667383      1              0            100      0
     38        0.27439122        0.86508513      3              0            100      0
     39        0.71020818        0.78591271      3              0            100      0
     40        0.79312829        0.68457858      1              0            100      0
     41        0.95095692        0.65153782      8              0            100      0
     42        0.64075711        0.46475200      4              0            100      0
     43        0.90107132        0.64554738      9              0            100      0
     44        0.62707090        0.66379860      8              0            100      0
     45        0.35753878        0.35853367      4              0            100      0
     46        0.23571372        0.56708299      1              0            100      0
     47        0.20216533        0.43829883      1              0            100      0
     48        0.80602730        0.30992699      2              0            100      0
     49        0.31072056        0.70087468      9              0            100      0
     50        0.97681154        0.75958067      5              0            100      0
