instance_9051

VEHICLE
NUMBER     CAPACITY
  50           40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.91586652        0.72206304      0              0        1000000      0
      1        0.24103100        0.99344421      2              0            100      0
      2        0.45063913        0.94473727      8              0            100      0
      3        0.92399424        0.79113435      1              0            100      0
      4        0.33349602        0.67108662      2              0            100      0
      5        0.64160066        0.09794040      7              0            100      0
      6        0.37934826        0.54300724      8              0            100      0
      7        0.09002321        0.79918548      8              0            100      0
      8        0.05838713        0.23749503      3              0            100      0
      9        0.12220842        0.26262300      7              0            100      0
     10        0.49325151        0.06952755      9              0            100      0
     11        0.98653644        0.39361170      5              0            100      0
     12        0.03595567        0.40634687      3              0            100      0
     13        0.66692753        0.49744537      3              0            100      0
     14        0.51493268        0.19182101      4              0            100      0
     15        0.17273672        0.25203835      9              0            100      0
     16        0.65917803        0.17032861      3              0            100      0
     17        0.21249170        0.20816308      5              0            100      0
     18        0.42816405        0.35957584      4              0            100      0
     19        0.26638864        0.81437580      5              0            100      0
     20        0.10738409        0.67180581      7              0            100      0
     21        0.53378488        0.49277993      9              0            100      0
     22        0.83517683        0.01722091      2              0            100      0
     23        0.43210367        0.02699868      1              0            100      0
     24        0.79158353        0.86293623      9              0            100      0
     25        0.64062073        0.98248277      7              0            100      0
     26        0.14812613        0.91851217      3              0            100      0
     27        0.48217753        0.74073784      6              0            100      0
     28        0.73452034        0.32455798      7              0            100      0
     29        0.62527925        0.98696119      3              0            100      0
     30        0.09229447        0.97879805      3              0            100      0
     31        0.89997363        0.18560175      6              0            100      0
     32        0.04249760        0.26974162      3              0            100      0
     33        0.13142851        0.29105906      9              0            100      0
     34        0.07993291        0.76114065      1              0            100      0
     35        0.34045820        0.16162042      6              0            100      0
     36        0.78381965        0.36329412      4              0            100      0
     37        0.87409793        0.54240146      8              0            100      0
     38        0.32636659        0.60556439      6              0            100      0
     39        0.04806763        0.18664344      5              0            100      0
     40        0.68810559        0.85850608      5              0            100      0
     41        0.03864306        0.62363664      3              0            100      0
     42        0.43456514        0.69673731      2              0            100      0
     43        0.34639346        0.58016675      8              0            100      0
     44        0.76405332        0.78138802      9              0            100      0
     45        0.67169047        0.33873128      4              0            100      0
     46        0.03416636        0.97988399      1              0            100      0
     47        0.43973494        0.12498119      4              0            100      0
     48        0.97107875        0.59799808      7              0            100      0
     49        0.77469864        0.23290538      6              0            100      0
     50        0.79192117        0.53277183      6              0            100      0
