instance_1717

VEHICLE
NUMBER     CAPACITY
  50           40

CUSTOMER
CUST NO.         XCOORD.         YCOORD.       DEMAND     READY TIME       DUE DATE    SERVICE TIME

      0        0.83214274        0.77711350      0              0        1000000      0
      1        0.64723683        0.03421755      7              0            100      0
      2        0.56127081        0.22819917      5              0            100      0
      3        0.70974438        0.90149872      8              0            100      0
      4        0.66996436        0.77604842      7              0            100      0
      5        0.98851405        0.74262317      2              0            100      0
      6        0.20101666        0.14077245      5              0            100      0
      7        0.77991206        0.82728020      8              0            100      0
      8        0.48410001        0.31169231      1              0            100      0
      9        0.09117633        0.27118310      6              0            100      0
     10        0.95876984        0.49004049      3              0            100      0
     11        0.61987614        0.81908745      8              0            100      0
     12        0.18418281        0.35552406      8              0            100      0
     13        0.28992582        0.43631832      7              0            100      0
     14        0.92302879        0.33332356      3              0            100      0
     15        0.47951742        0.79455702      9              0            100      0
     16        0.11235758        0.15520133      5              0            100      0
     17        0.88720080        0.03955101      6              0            100      0
     18        0.02895075        0.89580386      3              0            100      0
     19        0.46339129        0.01091464      8              0            100      0
     20        0.12129587        0.41602443      4              0            100      0
     21        0.11581310        0.71693901      3              0            100      0
     22        0.54644986        0.23369031      3              0            100      0
     23        0.58382202        0.80791913      6              0            100      0
     24        0.78865638        0.43091510      7              0            100      0
     25        0.86347662        0.82270443      8              0            100      0
     26        0.32119990        0.27349166      2              0            100      0
     27        0.06042921        0.61265605      1              0            100      0
     28        0.93644845        0.04338137      1              0            100      0
     29        0.55075497        0.24550167      2              0            100      0
     30        0.22057652        0.62414610      9              0            100      0
     31        0.75329598        0.69327262      8              0            100      0
     32        0.25671396        0.78228011      5              0            100      0
     33        0.32412458        0.95138127      1              0            100      0
     34        0.71194524        0.25958322      8              0            100      0
     35        0.73611042        0.83454783      2              0            100      0
     36        0.44675185        0.84134839      8              0            100      0
     37        0.65269920        0.06595973      4              0            100      0
     38        0.58673087        0.78062793      3              0            100      0
     39        0.40329059        0.78843342      2              0            100      0
     40        0.51650752        0.49473696      7              0            100      0
     41        0.90621431        0.84251305      3              0            100      0
     42        0.25265155        0.45477999      9              0            100      0
     43        0.82213043        0.72228665      7              0            100      0
     44        0.40045080        0.65400397      6              0            100      0
     45        0.33690047        0.51017481      8              0            100      0
     46        0.11283787        0.58447470      7              0            100      0
     47        0.69103747        0.42200357      7              0            100      0
     48        0.54448915        0.08900521      7              0            100      0
     49        0.83088386        0.83522256      6              0            100      0
     50        0.70318924        0.21150582      8              0            100      0
